,fecha,nombre,provincia,altitud,tmed,prec,tmin,tmax,velmedia,racha
79148,2022-11-27,ESTEPONA,MALAGA,19,"15,4","0,0","11,9","18,8","1,1","5,8"
79154,2022-11-27,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"12,8","0,0","4,5","21,1","1,7","5,8"
79158,2022-11-27,MORÓN DE LA FRONTERA,SEVILLA,87,"13,8","0,0","5,7","21,9","1,4","3,6"
79159,2022-11-27,BAZA,GRANADA,785,"8,4","0,0","-3,5","20,2","1,9","6,1"
79160,2022-11-27,SAN FERNANDO,CADIZ,28,"15,8","0,0","12,9","18,8","1,9","6,7"
79175,2022-11-27,HINOJOSA DEL DUQUE,CORDOBA,551,"11,2","0,0","2,5","20,0","1,1","8,1"
79182,2022-11-27,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"14,6","0,0","9,2","20,1","1,4","8,6"
79189,2022-11-27,CAZALLA DE LA SIERRA,SEVILLA,550,"11,6","0,0","2,0","21,2","1,1","7,2"
79193,2022-11-27,JAÉN,JAEN,580,"12,6","0,0","7,0","18,2","1,1","7,5"
79205,2022-11-27,SEVILLA AEROPUERTO,SEVILLA,34,"14,0","0,0","6,6","21,4","1,9","5,8"
79206,2022-11-27,TORROX,MALAGA,3,"15,4",,"10,7","20,0","1,7","4,7"
79209,2022-11-27,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,4","0,0","8,8","20,0","1,4","4,7"
79210,2022-11-27,GRANADA AEROPUERTO,GRANADA,560,"10,2","0,0","-0,9","21,3","0,3","5,8"
79213,2022-11-27,FUENGIROLA,MALAGA,8,"15,2","0,0","12,0","18,3","1,1","4,2"
79238,2022-11-27,ABLA,ALMERIA,869,"14,0","0,0","5,4","22,6","0,8","5,8"
79241,2022-11-27,ALAJAR,HUELVA,572,"15,0","0,0","9,1","20,8","2,5","16,9"
79248,2022-11-27,LOJA,GRANADA,760,"13,5","0,0","5,4","21,6","0,8","6,9"
79249,2022-11-27,MÁLAGA AEROPUERTO,MALAGA,7,"13,6","0,0","7,9","19,4","2,8","8,9"
79263,2022-11-27,GRAZALEMA,CADIZ,913,"16,1","0,0","9,0","23,2","1,1","5,8"
79265,2022-11-27,VILLARRODRIGO,JAEN,862,"14,3","0,0","7,8","20,8","1,9","5,3"
79268,2022-11-27,ANDÚJAR,JAEN,202,"11,1","0,0","1,6","20,6","0,6","4,4"
79270,2022-11-27,CÁDIZ,CADIZ,2,"15,8","0,0","12,2","19,3","1,9","6,7"
79281,2022-11-27,ALMERÍA AEROPUERTO,ALMERIA,21,"14,4","0,0","9,8","18,9","3,1","9,7"
79285,2022-11-27,"HUELVA, RONDA ESTE",HUELVA,18,"14,8","0,0","7,7","21,9","2,2","5,8"
79288,2022-11-27,"ROTA, BASE NAVAL",CADIZ,21,"13,6","0,0","6,7","20,6","2,2","7,2"
79290,2022-11-27,AYAMONTE,HUELVA,3,"14,5","0,0","7,5","21,5","0,8","5,0"
79299,2022-11-27,TARIFA,CADIZ,32,"15,8","0,0","13,4","18,3","5,3","16,9"
79306,2022-11-27,LA RODA DE ANDALUCÍA,SEVILLA,410,"14,9",,"6,8","23,0","1,7","6,4"
79321,2022-11-28,ROQUETAS DE MAR,ALMERIA,3,"14,4","0,0","8,3","20,4","1,9","9,2"
79327,2022-11-28,HUÉRCAL-OVERA,ALMERIA,300,"12,5","0,0","5,8","19,2",,
79353,2022-11-28,ARROYO DEL OJANCO,JAEN,580,"9,6","0,0","4,3","14,9",,
79362,2022-11-28,GRANADA BASE AÉREA,GRANADA,687,"9,8","0,0","3,5","16,2","3,6","8,9"
79365,2022-11-28,"MOGUER, EL ARENOSILLO",HUELVA,41,"14,6","0,0","9,1","20,1","1,9","7,8"
79371,2022-11-28,VEJER DE LA FRONTERA,CADIZ,186,"14,4","0,0","11,3","17,5","3,1","11,4"
79375,2022-11-28,DOÑA MENCÍA,CORDOBA,650,"11,6","0,0","7,7","15,6","0,8","6,1"
79380,2022-11-28,CÓRDOBA AEROPUERTO,CORDOBA,90,"11,5","0,0","4,1","18,9","1,1","6,1"
79382,2022-11-28,ÉCIJA,SEVILLA,130,"12,2","0,0","5,8","18,7","3,1","6,1"
79385,2022-11-28,ESTEPONA,MALAGA,19,"15,9","0,0","11,8","20,0","1,7","9,4"
79391,2022-11-28,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"12,9","0,0","6,5","19,3","3,9","10,3"
79395,2022-11-28,MORÓN DE LA FRONTERA,SEVILLA,87,"13,6","0,0","8,2","19,0","1,9","5,3"
79396,2022-11-28,BAZA,GRANADA,785,"7,8","0,0","2,6","13,0","4,7","12,8"
79397,2022-11-28,SAN FERNANDO,CADIZ,28,"15,2","0,0","11,5","19,0","2,8","8,3"
79412,2022-11-28,HINOJOSA DEL DUQUE,CORDOBA,551,"9,2","0,0","4,3","14,2","2,8","9,2"
79419,2022-11-28,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"8,5","0,0","4,3","12,7","2,5","9,2"
79426,2022-11-28,CAZALLA DE LA SIERRA,SEVILLA,550,"9,6","0,0","3,5","15,6","1,4","11,4"
79430,2022-11-28,JAÉN,JAEN,580,"11,0","0,0","7,3","14,6","2,2","8,3"
79442,2022-11-28,SEVILLA AEROPUERTO,SEVILLA,34,"13,1","0,0","6,7","19,5","3,9","9,7"
79443,2022-11-28,TORROX,MALAGA,3,"16,8",,"10,1","23,6","1,7","12,8"
79446,2022-11-28,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,8","0,0","11,7","19,9","2,8","14,2"
79447,2022-11-28,GRANADA AEROPUERTO,GRANADA,560,"9,0","0,0","1,5","16,6","2,8","7,2"
79450,2022-11-28,FUENGIROLA,MALAGA,8,"17,0","0,0","13,0","21,0","3,3","16,1"
79475,2022-11-28,ABLA,ALMERIA,869,"11,4","0,0","6,1","16,8","2,5","8,6"
79478,2022-11-28,ALAJAR,HUELVA,572,"10,7","0,0","7,3","14,1","6,7","22,2"
79485,2022-11-28,LOJA,GRANADA,760,"11,5","0,0","6,8","16,2","1,4","6,1"
79486,2022-11-28,MÁLAGA AEROPUERTO,MALAGA,7,"16,0","0,0","11,9","20,0","8,3","17,5"
79500,2022-11-28,GRAZALEMA,CADIZ,913,"9,1","0,0","3,7","14,5","1,7","8,3"
79502,2022-11-28,VILLARRODRIGO,JAEN,862,"8,0","0,0","3,9","12,2","2,5","10,0"
79505,2022-11-28,ANDÚJAR,JAEN,202,"10,7","0,0","3,9","17,5","0,8","5,8"
79507,2022-11-28,CÁDIZ,CADIZ,2,"15,6","0,0","13,0","18,2","5,3","9,7"
79518,2022-11-28,ALMERÍA AEROPUERTO,ALMERIA,21,"15,1","0,0","9,5","20,7","3,1","9,7"
79522,2022-11-28,"HUELVA, RONDA ESTE",HUELVA,18,"14,6","0,0","9,4","19,7","3,1","10,0"
79525,2022-11-28,"ROTA, BASE NAVAL",CADIZ,21,"14,1","0,0","9,0","19,2","4,2","10,3"
79527,2022-11-28,AYAMONTE,HUELVA,3,"14,6","0,0","10,2","19,0","1,7","8,9"
79536,2022-11-28,TARIFA,CADIZ,32,"13,4","0,0","9,3","17,5","4,4","10,6"
79543,2022-11-28,LA RODA DE ANDALUCÍA,SEVILLA,410,"8,5",,"2,1","14,9","1,9","9,2"
79558,2022-11-29,ROQUETAS DE MAR,ALMERIA,3,"12,6","0,0","6,0","19,3","1,7","4,2"
79564,2022-11-29,HUÉRCAL-OVERA,ALMERIA,300,"13,2","0,0","4,7","21,7",,
79590,2022-11-29,ARROYO DEL OJANCO,JAEN,580,"8,6","0,0","1,5","15,8",,
79599,2022-11-29,GRANADA BASE AÉREA,GRANADA,687,"7,6","0,0","-0,5","15,6","2,5","4,2"
79602,2022-11-29,"MOGUER, EL ARENOSILLO",HUELVA,41,"12,3","0,0","4,8","19,8","1,4","5,3"
79608,2022-11-29,VEJER DE LA FRONTERA,CADIZ,186,"14,4","0,0","9,1","19,6","1,1","7,8"
79612,2022-11-29,DOÑA MENCÍA,CORDOBA,650,"11,8","0,0","6,8","16,7","1,7","7,5"
79617,2022-11-29,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,2","0,0","1,2","17,1","2,2","7,8"
79619,2022-11-29,ÉCIJA,SEVILLA,130,"9,7","0,0","1,2","18,2","1,1","6,4"
79622,2022-11-29,ESTEPONA,MALAGA,19,"14,8","0,0","10,2","19,5","0,6","3,9"
79627,2022-11-29,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"12,4","0,1","5,5","19,3","4,7","10,3"
79631,2022-11-29,MORÓN DE LA FRONTERA,SEVILLA,87,"12,0","0,0","5,2","18,8","2,2","6,4"
79632,2022-11-29,BAZA,GRANADA,785,"5,0","0,0","-4,0","13,9","2,8","8,6"
79633,2022-11-29,SAN FERNANDO,CADIZ,28,"13,5","0,0","8,5","18,5","1,7","6,4"
79648,2022-11-29,HINOJOSA DEL DUQUE,CORDOBA,551,"7,4","0,0","1,0","13,8","1,7","4,2"
79655,2022-11-29,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"8,2","0,0","2,8","13,7","1,4","5,6"
79662,2022-11-29,CAZALLA DE LA SIERRA,SEVILLA,550,"8,8","0,0","0,3","17,2","0,8","3,9"
79666,2022-11-29,JAÉN,JAEN,580,"9,7","0,0","5,6","13,8","1,1","4,4"
79678,2022-11-29,SEVILLA AEROPUERTO,SEVILLA,34,"11,8","0,0","5,4","18,1","2,8","9,2"
79679,2022-11-29,TORROX,MALAGA,3,"16,6",,"10,6","22,7","1,4","4,7"
79682,2022-11-29,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,8","0,0","9,0","20,6","2,2","6,4"
79683,2022-11-29,GRANADA AEROPUERTO,GRANADA,560,"6,9","0,0","-2,5","16,3","0,3","4,7"
79686,2022-11-29,FUENGIROLA,MALAGA,8,"15,8","0,0","13,0","18,7","0,8","5,8"
79711,2022-11-29,ABLA,ALMERIA,869,"11,0","0,0","4,3","17,7","1,7","6,7"
79714,2022-11-29,ALAJAR,HUELVA,572,"11,9","0,0","6,7","17,1","2,2","20,0"
79721,2022-11-29,LOJA,GRANADA,760,"9,7","0,0","3,0","16,4","1,9","6,4"
79722,2022-11-29,MÁLAGA AEROPUERTO,MALAGA,7,"14,2","0,0","8,6","19,9","3,1","11,4"
79736,2022-11-29,GRAZALEMA,CADIZ,913,"10,0","0,0","3,3","16,6","1,4","3,9"
79738,2022-11-29,VILLARRODRIGO,JAEN,862,"7,8","0,0","2,5","13,2","2,2","7,2"
79741,2022-11-29,ANDÚJAR,JAEN,202,"8,4","0,0","0,4","16,3","0,8","6,1"
79743,2022-11-29,CÁDIZ,CADIZ,2,"14,0","0,0","10,0","18,1","4,4","9,7"
79754,2022-11-29,ALMERÍA AEROPUERTO,ALMERIA,21,"15,2","0,0","10,7","19,6","3,6","10,3"
79758,2022-11-29,"HUELVA, RONDA ESTE",HUELVA,18,"13,4","0,0","6,6","20,2","2,2","6,9"
79761,2022-11-29,"ROTA, BASE NAVAL",CADIZ,21,"12,4","0,0","5,8","18,9","3,9","9,7"
79763,2022-11-29,AYAMONTE,HUELVA,3,"14,3",,"9,2","19,4","1,4","6,4"
79772,2022-11-29,TARIFA,CADIZ,32,"13,0","0,0","7,5","18,5","1,4","6,4"
79779,2022-11-29,LA RODA DE ANDALUCÍA,SEVILLA,410,"8,4",,"0,5","16,4","1,4","5,3"
79794,2022-11-30,ROQUETAS DE MAR,ALMERIA,3,"11,8","0,0","6,1","17,4","1,7","3,6"
79800,2022-11-30,HUÉRCAL-OVERA,ALMERIA,300,"10,6","0,0","3,4","17,8",,
79826,2022-11-30,ARROYO DEL OJANCO,JAEN,580,"9,2","0,0","2,0","16,4",,
79835,2022-11-30,GRANADA BASE AÉREA,GRANADA,687,"7,6","0,0","-1,2","16,3","1,7","4,7"
79838,2022-11-30,"MOGUER, EL ARENOSILLO",HUELVA,41,"10,2","18,1","3,9","16,6","1,4","3,9"
79844,2022-11-30,VEJER DE LA FRONTERA,CADIZ,186,"13,4","10,1","9,3","17,6","2,2","6,1"
79848,2022-11-30,DOÑA MENCÍA,CORDOBA,650,"11,7","0,0","7,8","15,6","1,7","6,7"
79853,2022-11-30,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,6","0,0","1,8","17,5","1,4","5,8"
79855,2022-11-30,ÉCIJA,SEVILLA,130,"9,6","0,3","1,5","17,8","1,1","4,2"
79858,2022-11-30,ESTEPONA,MALAGA,19,"14,3","2,6","10,0","18,6","0,8","2,8"
79863,2022-11-30,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"10,1","16,5","1,8","18,4","1,9","8,3"
79867,2022-11-30,MORÓN DE LA FRONTERA,SEVILLA,87,"10,3","2,5","2,1","18,5","0,3","3,3"
79868,2022-11-30,BAZA,GRANADA,785,"6,0",,"-4,3","16,2","1,4","5,8"
79869,2022-11-30,SAN FERNANDO,CADIZ,28,"11,8","6,5","7,5","16,2","1,7","5,3"
79884,2022-11-30,HINOJOSA DEL DUQUE,CORDOBA,551,"7,3","0,1","0,7","13,9","1,4","5,0"
79890,2022-11-30,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"10,0","0,0","4,8","15,2","1,4","4,7"
79897,2022-11-30,CAZALLA DE LA SIERRA,SEVILLA,550,"8,2","1,6","-0,1","16,4","0,8","4,7"
79901,2022-11-30,JAÉN,JAEN,580,"9,8","0,0","4,9","14,6","1,7","4,2"
79913,2022-11-30,SEVILLA AEROPUERTO,SEVILLA,34,"10,4","3,2","3,1","17,6","0,8","5,0"
79914,2022-11-30,TORROX,MALAGA,3,"15,1",,"9,9","20,3","1,4","4,2"
79917,2022-11-30,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,2","3,6","5,7","18,6","1,7","5,6"
79918,2022-11-30,GRANADA AEROPUERTO,GRANADA,560,"7,6","0,0","-2,3","17,5","0,6","4,7"
79921,2022-11-30,FUENGIROLA,MALAGA,8,"14,2","2,2","10,9","17,5","1,4","4,4"
79946,2022-11-30,ABLA,ALMERIA,869,"9,0","0,0","2,9","15,1","1,1","5,6"
79949,2022-11-30,ALAJAR,HUELVA,572,"10,0","10,0","4,7","15,2","1,4","6,1"
79956,2022-11-30,LOJA,GRANADA,760,"9,4","0,0","3,0","15,9","1,7","6,9"
79957,2022-11-30,MÁLAGA AEROPUERTO,MALAGA,7,"11,4","2,7","5,2","17,6","3,9","7,8"
79972,2022-11-30,GRAZALEMA,CADIZ,913,"11,0","4,0","5,2","16,8","1,4","4,7"
79974,2022-11-30,VILLARRODRIGO,JAEN,862,"8,4","0,0","3,4","13,3","1,7","4,7"
79977,2022-11-30,ANDÚJAR,JAEN,202,"8,8","0,0","0,7","17,0","0,0","5,0"
79979,2022-11-30,CÁDIZ,CADIZ,2,"12,6","7,2","8,5","16,8","1,9","5,3"
79990,2022-11-30,ALMERÍA AEROPUERTO,ALMERIA,21,"14,4","0,0","10,3","18,4","2,8","9,2"
79994,2022-11-30,"HUELVA, RONDA ESTE",HUELVA,18,"10,9","15,4","3,7","18,1","1,7","5,8"
79997,2022-11-30,"ROTA, BASE NAVAL",CADIZ,21,"10,9","15,4","4,6","17,2","1,7","6,7"
79999,2022-11-30,AYAMONTE,HUELVA,3,"13,4","13,7","8,3","18,5","1,1","5,8"
80008,2022-11-30,TARIFA,CADIZ,32,"12,6","6,7","8,1","17,2","2,2","9,7"
80015,2022-11-30,LA RODA DE ANDALUCÍA,SEVILLA,410,"10,0",,"1,9","18,0","1,9","5,3"
80030,2022-12-01,ROQUETAS DE MAR,ALMERIA,3,"12,2","0,2","7,2","17,2","2,5","8,9"
80036,2022-12-01,HUÉRCAL-OVERA,ALMERIA,300,"10,1","0,2","5,8","14,4",,
80062,2022-12-01,ARROYO DEL OJANCO,JAEN,580,"10,0","0,0","4,7","15,3",,
80070,2022-12-01,GRANADA BASE AÉREA,GRANADA,687,"8,4","0,0","2,1","14,8","2,2","6,9"
80073,2022-12-01,"MOGUER, EL ARENOSILLO",HUELVA,41,"12,2","0,0","8,2","16,2","2,8","8,9"
80079,2022-12-01,VEJER DE LA FRONTERA,CADIZ,186,"12,1","0,1","9,9","14,3","1,4","6,4"
80083,2022-12-01,DOÑA MENCÍA,CORDOBA,650,"12,2","0,0","8,5","15,8","1,7","5,6"
80088,2022-12-01,CÓRDOBA AEROPUERTO,CORDOBA,90,"11,6","0,0","4,5","18,7","1,1","6,7"
80090,2022-12-01,ÉCIJA,SEVILLA,130,"13,0","0,0","7,6","18,4","1,7","5,3"
80093,2022-12-01,ESTEPONA,MALAGA,19,"13,8","4,8","12,0","15,6","2,5","6,1"
80098,2022-12-01,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"13,0","0,5","10,1","15,9","2,5","6,7"
80102,2022-12-01,MORÓN DE LA FRONTERA,SEVILLA,87,"11,8","0,0","7,4","16,1","1,7","6,1"
80103,2022-12-01,BAZA,GRANADA,785,"7,7",,"0,6","14,8","2,2","8,6"
80104,2022-12-01,SAN FERNANDO,CADIZ,28,"14,0","0,1","11,3","16,6","1,7","7,8"
80119,2022-12-01,HINOJOSA DEL DUQUE,CORDOBA,551,"10,7","0,0","5,5","15,9","1,4","5,3"
80125,2022-12-01,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"10,9","0,0","6,0","15,8","1,1","5,3"
80132,2022-12-01,CAZALLA DE LA SIERRA,SEVILLA,550,"10,4","0,0","3,4","17,4","0,8","5,3"
80136,2022-12-01,JAÉN,JAEN,580,"11,4","0,0","7,6","15,3","1,4","5,8"
80148,2022-12-01,SEVILLA AEROPUERTO,SEVILLA,34,"11,4","0,0","7,5","15,3","1,9","5,8"
80149,2022-12-01,TORROX,MALAGA,3,"13,2",,"10,5","15,8","1,4","5,0"
80152,2022-12-01,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,3","1,0","11,1","15,5","1,1","4,7"
80153,2022-12-01,GRANADA AEROPUERTO,GRANADA,560,"9,9","0,0","3,0","16,8","1,9","7,2"
80156,2022-12-01,FUENGIROLA,MALAGA,8,"13,8","1,7","12,2","15,5","3,1","7,8"
80181,2022-12-01,ABLA,ALMERIA,869,"8,2","0,4","3,4","13,1","1,7","9,4"
80184,2022-12-01,ALAJAR,HUELVA,572,"10,6","0,0","7,3","13,9","1,7","7,8"
80191,2022-12-01,LOJA,GRANADA,760,"11,7","0,0","6,7","16,7","1,1","6,7"
80192,2022-12-01,MÁLAGA AEROPUERTO,MALAGA,7,"12,8","0,1","10,9","14,6","2,8","7,2"
80207,2022-12-01,GRAZALEMA,CADIZ,913,"9,5","3,1","5,7","13,3","1,1","4,2"
80209,2022-12-01,VILLARRODRIGO,JAEN,862,"10,1","0,0","6,2","14,0","1,9","10,8"
80212,2022-12-01,ANDÚJAR,JAEN,202,"10,7","0,0","3,4","18,0","0,8","3,9"
80214,2022-12-01,CÁDIZ,CADIZ,2,"13,7","0,8","11,3","16,1","3,6","8,9"
80225,2022-12-01,ALMERÍA AEROPUERTO,ALMERIA,21,"13,9",Ip,"9,9","17,9","3,1","12,8"
80229,2022-12-01,"HUELVA, RONDA ESTE",HUELVA,18,"12,2","0,6","9,2","15,1","1,9","8,1"
80232,2022-12-01,"ROTA, BASE NAVAL",CADIZ,21,"13,2",Ip,"10,4","15,9","2,5","11,4"
80234,2022-12-01,AYAMONTE,HUELVA,3,"12,7","0,1","10,0","15,4","1,7","6,9"
80243,2022-12-01,TARIFA,CADIZ,32,"12,8","1,3","11,6","13,9","4,2","9,7"
80250,2022-12-01,LA RODA DE ANDALUCÍA,SEVILLA,410,"10,8",,"5,9","15,6","1,7","6,7"
80265,2022-12-02,ROQUETAS DE MAR,ALMERIA,3,"13,2","0,0","8,0","18,3","2,8","8,1"
80271,2022-12-02,HUÉRCAL-OVERA,ALMERIA,300,"11,2","0,0","8,9","13,6",,
80296,2022-12-02,SANTA ELENA,JAEN,770,,"0,0",,,,
80298,2022-12-02,ARROYO DEL OJANCO,JAEN,580,"10,0","0,2","6,0","14,1",,
80306,2022-12-02,GRANADA BASE AÉREA,GRANADA,687,"7,7","0,0","0,4","15,0","1,9","4,2"
80309,2022-12-02,"MOGUER, EL ARENOSILLO",HUELVA,41,"12,5","0,1","6,5","18,5","1,7","7,2"
80315,2022-12-02,VEJER DE LA FRONTERA,CADIZ,186,"13,8","0,0","10,4","17,2","1,9","6,9"
80319,2022-12-02,DOÑA MENCÍA,CORDOBA,650,"11,5","0,0","7,1","15,9","1,7","5,6"
80324,2022-12-02,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,4","0,0","2,9","18,0","1,1","6,1"
80326,2022-12-02,ÉCIJA,SEVILLA,130,"10,7","0,0","3,0","18,4","1,1","5,3"
80329,2022-12-02,ESTEPONA,MALAGA,19,"15,2","0,2","12,8","17,6","1,7","6,4"
80334,2022-12-02,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"13,6",Ip,"8,6","18,6","1,9","5,8"
80338,2022-12-02,MORÓN DE LA FRONTERA,SEVILLA,87,"11,6","0,1","4,4","18,8","0,8","3,6"
80339,2022-12-02,BAZA,GRANADA,785,"7,4",,"2,2","12,7","1,7","6,9"
80340,2022-12-02,SAN FERNANDO,CADIZ,28,"15,4","0,0","11,9","19,0","1,7","6,1"
80355,2022-12-02,HINOJOSA DEL DUQUE,CORDOBA,551,"7,0","0,0","-0,2","14,3","1,1","4,2"
80361,2022-12-02,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"9,2","0,0","4,9","13,6","1,7","6,1"
80368,2022-12-02,CAZALLA DE LA SIERRA,SEVILLA,550,"8,6","0,0","0,9","16,2","1,1","3,9"
80372,2022-12-02,JAÉN,JAEN,580,"9,6","0,0","5,4","13,7","1,9","7,5"
80384,2022-12-02,SEVILLA AEROPUERTO,SEVILLA,34,"11,2","0,0","5,2","17,3","2,2","7,2"
80385,2022-12-02,TORROX,MALAGA,3,"16,0",,"10,2","21,7","2,8","5,0"
80388,2022-12-02,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,4","0,8","8,5","18,2","2,2","5,8"
80389,2022-12-02,GRANADA AEROPUERTO,GRANADA,560,"7,4","0,0","-0,6","15,5","0,8","4,7"
80392,2022-12-02,FUENGIROLA,MALAGA,8,"15,3","2,8","11,9","18,7","0,8","6,1"
80417,2022-12-02,ABLA,ALMERIA,869,"10,0","0,4","4,4","15,7","0,8","4,2"
80420,2022-12-02,ALAJAR,HUELVA,572,"10,4","0,0","5,4","15,3","2,2","6,1"
80426,2022-12-02,LOJA,GRANADA,760,"9,2","0,0","2,7","15,6","1,4","5,6"
80427,2022-12-02,MÁLAGA AEROPUERTO,MALAGA,7,"12,6","1,7","7,4","17,9","3,1","7,2"
80441,2022-12-02,GRAZALEMA,CADIZ,913,"9,3","0,0","4,8","13,8","1,1","3,6"
80443,2022-12-02,VILLARRODRIGO,JAEN,862,"8,2","0,0","5,3","11,1","2,2","8,9"
80446,2022-12-02,ANDÚJAR,JAEN,202,"8,9","0,0","0,1","17,7","0,8","4,4"
80448,2022-12-02,CÁDIZ,CADIZ,2,"15,8","0,0","12,7","19,0","1,7","7,5"
80459,2022-12-02,ALMERÍA AEROPUERTO,ALMERIA,21,"15,8","0,0","11,9","19,6","3,3","11,4"
80463,2022-12-02,"HUELVA, RONDA ESTE",HUELVA,18,"12,1","0,0","6,6","17,6","1,7","5,8"
80466,2022-12-02,"ROTA, BASE NAVAL",CADIZ,21,"14,4",Ip,"11,0","17,7","2,2","6,1"
80468,2022-12-02,AYAMONTE,HUELVA,3,"12,8","0,0","8,2","17,4","0,6","3,1"
80477,2022-12-02,TARIFA,CADIZ,32,"14,0","0,0","12,1","16,0","3,6","10,0"
80484,2022-12-02,LA RODA DE ANDALUCÍA,SEVILLA,410,"9,8",,"2,4","17,2","0,8","3,9"
80499,2022-12-03,ROQUETAS DE MAR,ALMERIA,3,"12,4","0,6","6,5","18,3","2,5","4,7"
80505,2022-12-03,HUÉRCAL-OVERA,ALMERIA,300,"10,8","0,0","5,3","16,4",,
80527,2022-12-03,ADRA,ALMERIA,8,"16,7","0,1","12,8","20,6","1,1","4,4"
80531,2022-12-03,SANTA ELENA,JAEN,770,"8,0",,"3,7","12,2",,
80533,2022-12-03,ARROYO DEL OJANCO,JAEN,580,"8,8","5,5","2,4","15,1",,
80542,2022-12-03,GRANADA BASE AÉREA,GRANADA,687,"7,6","0,5","1,0","14,1","1,7","6,9"
80545,2022-12-03,"MOGUER, EL ARENOSILLO",HUELVA,41,"11,9","1,1","5,8","18,0","3,1","7,8"
80551,2022-12-03,VEJER DE LA FRONTERA,CADIZ,186,"13,1","9,9","10,3","15,9","1,9","6,7"
80555,2022-12-03,DOÑA MENCÍA,CORDOBA,650,"11,2","4,3","6,7","15,6","1,7","9,2"
80560,2022-12-03,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,6","5,8","1,7","17,5","0,8","6,1"
80562,2022-12-03,ÉCIJA,SEVILLA,130,"11,2","5,6","3,5","18,9","0,6","5,0"
80565,2022-12-03,ESTEPONA,MALAGA,19,"14,9","4,6","12,8","17,0","1,9","5,8"
80571,2022-12-03,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"12,2","5,9","5,6","18,8","3,1","7,8"
80575,2022-12-03,MORÓN DE LA FRONTERA,SEVILLA,87,"11,3","2,6","4,1","18,5","0,6","5,8"
80576,2022-12-03,BAZA,GRANADA,785,"5,9",,"-1,7","13,5","1,7","6,9"
80577,2022-12-03,SAN FERNANDO,CADIZ,28,"13,8","16,8","10,5","17,0","1,7","7,2"
80592,2022-12-03,HINOJOSA DEL DUQUE,CORDOBA,551,"7,3","2,2","-0,3","14,9","1,7","6,1"
80599,2022-12-03,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"8,5","5,4","3,3","13,7","1,9","7,2"
80606,2022-12-03,CAZALLA DE LA SIERRA,SEVILLA,550,"7,4","5,3","0,3","14,4","1,1","6,4"
80610,2022-12-03,JAÉN,JAEN,580,"9,1","5,0","5,5","12,7","1,4","5,8"
80622,2022-12-03,SEVILLA AEROPUERTO,SEVILLA,34,"10,6","2,1","4,1","17,1","1,7","5,8"
80623,2022-12-03,TORROX,MALAGA,3,"13,8",,"11,1","16,4","1,7","5,3"
80626,2022-12-03,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,4","0,8","9,4","17,3","1,7","5,8"
80627,2022-12-03,GRANADA AEROPUERTO,GRANADA,560,"7,0","2,5","-0,2","14,2","1,4","7,2"
80630,2022-12-03,FUENGIROLA,MALAGA,8,"15,3","1,9","12,7","17,9","1,7","10,3"
80655,2022-12-03,ABLA,ALMERIA,869,"9,0","0,0","3,6","14,4","1,1","6,1"
80658,2022-12-03,ALAJAR,HUELVA,572,"9,6","0,6","5,2","14,0","2,2","7,8"
80664,2022-12-03,LOJA,GRANADA,760,"9,1","0,5","4,1","14,1","1,7","7,2"
80665,2022-12-03,MÁLAGA AEROPUERTO,MALAGA,7,"12,9","0,8","8,8","17,0","2,8","6,1"
80680,2022-12-03,GRAZALEMA,CADIZ,913,"9,4","2,7","4,8","14,1","1,7","6,9"
80682,2022-12-03,VILLARRODRIGO,JAEN,862,"7,6","0,0","3,2","12,0","1,9","8,3"
80685,2022-12-03,ANDÚJAR,JAEN,202,"8,4","5,6","-0,3","17,0","1,1","5,8"
80687,2022-12-03,CÁDIZ,CADIZ,2,"14,1","4,8","10,9","17,3","4,2","10,6"
80698,2022-12-03,ALMERÍA AEROPUERTO,ALMERIA,21,"14,1",Ip,"9,8","18,4","4,4","9,2"
